台灣頻道,#genre#
ONE,http://iptv5.phoves.com.cn/api/mitv.php?id=81
ONE,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
ONE,http://210.210.155.35/uq2663/h/h143/01.m3u8
ONE,http://210.210.155.35/session/c30d8c14-f1bc-11e8-89c0-aa35b2893d02/uq2663/h/h143/01.m3u8
KPOP,https://git.io/JgYAE
SexyK-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
tvN,http://210.210.155.35:80/session/01bdbc8e-a40f-11eb-8209-c81f66f89318/dr9445/h/h20/01.m3u8
tvN,http://playlist.urfan.web.id/dr9445/h/h20/01.m3u8
tvN,http://playlist.urfan.web.id/dr9445/h/h20/02.m3u8
tvN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
tvN,tvbus://5mQX2AnAV1rwQnqHabgh8odF6QhCieFaumRLyjLVy8b2z8zNpkVMtgoXXAa
tvN,p5p://fccs.123178.top:9906/60440983000c3b9b09b7f844459e12ab.ts
tvNMOVIES,http://iptv5.phoves.com.cn/api/mitv.php?id=78
tvNMOVIES,http://playlist.urfan.web.id/dr9445/h/h21/01.m3u8
tvNMOVIES,http://playlist.urfan.web.id/dr9445/h/h21/02.m3u8
韓國女團,http://tx2play1.douyucdn.cn/live/17732rtara.flv
韓國娛樂台KMTV,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
韓國阿里郎,http://125.227.210.55:8933/VideoInput/play.ts
韓國阿里郎,http://125.227.210.37:8933/VideoInput/play.ts
Astro愛奇藝,http://50.7.161.82:8278/streams/d/iqiyi_pye/playlist.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
愛爾達體育1,rtmp://59.124.75.138/sat/md041
愛爾達體育1,rtmp://161.202.204.248/sat/md041
愛爾達體育2,rtmp://59.124.75.138/sat/md051
愛爾達體育2,rtmp://161.202.204.248:1935/sat/md051
愛爾達體育3,rtmp://59.124.75.138/sat/md031
ELEVEN體育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN體育一台,http://125.227.210.37:10677/VideoInput/play.ts
ELEVEN體育一台,http://125.227.210.55:10677/VideoInput/play.ts
ELEVEN體育一台,rtmp://161.202.204.248/sat/tv731
ELEVEN體育二台,rtmp://59.124.75.138/sat/tv741
ELEVEN體育二台,rtmp://161.202.204.248/sat/tv741
博斯網球,rtmp://59.124.75.138/sat/md011
博斯魅力,rtmp://59.124.75.138/sat/md021
博斯魅力,rtmp://161.202.204.248/sat/md021
博斯魅力,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn04
博斯高球1,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn05
博斯高球2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn06
博斯運動一台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn07
博斯運動二台,http://58.99.33.16:1935/liveedge17/live_244_3.stream/chunklist.m3u8
博斯運動二台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn08
博斯網球,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn09
博斯無限,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn10
博斯電玩,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn13
魅力足球,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
智林體育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
MTV綜合,http://sytv.xtvants.fun/mytv.php?id=mtv&token=free&user=free
MTV綜合,http://sytv.xtvants.fun/mytv.php?id=mtv&token=qq3036107507&user=fmys
亞洲美食,p5p://fccs.123178.top:9906/6044065f0003bace09abb177a024828d.ts

中视,rtmp://59.124.75.138/sat/tv091#http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8
中视新闻台,http://seb.sason.top/sc/zsxw_fhd.m3u8#p5p://45.92.126.18:19706/615ceea900061b6e0c5469c546672e4d
中視經典,p5p://45.92.126.18:19706/615ceee60007b48e0c555876520737b3
中視菁采,p5p://45.92.126.18:19706/615cef2b000a183f0c56669a25583e1d

华视,rtmp://59.124.75.157/sat/tv111#P2p://860969650:9906/fd73b217be314cf198807cc5d1d911b6#http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8
華視教育文化 HD,p5p://45.92.126.18:19706/615cf2bd000248ec0c6456eae60c58dc
華視新聞資訊 HD,http://seb.sason.top/sc/hsxw_fhd.m3u8#P2p://860969650:9906/412a06626d254822954dd29b235f9366
國會頻道1,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/parliamentarytv1.m3u8#P2p://860969650:9906/3b86853022324c3da4928922ba545877
國會頻道2,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/parliamentarytv2.m3u8#P2p://860969650:9906/7350ee5ff93341a08945bc1c8d95cd1c

台视,P2p://860969650:9906/0cde14d20638479189443549d1b1005f#http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch46.m3u8#rtmp://59.124.75.157/sat/tv071
台视新闻台,http://seb.sason.top/sc/tsxw_fhd.m3u8#P2p://860969650:9906/ec46ca942a3a4c9292c0dee902f579bf
台视综合台,p5p://45.92.126.18:19706/615cf1d90008f3590c60ddff48ad15c3
台视财经台,P2p://860969650:9906/d8d1fa07f623422aae04f0e860f4bea3

公视,P2p://860969650:9906/a1c2ecbcd3b64f3eb72ac9191b337cda#http://211.23.114.106:8505/http/61.221.81.94:8088/hls/73/815/ch50.m3u8#https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
公视2,P2p://860969650:9906/cc76c2a0dc1f4fe0b4ca8f0c0f6e31d9#https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS2.m3u8
公视3,P2p://860969650:9906/6ba6fe3a051e4113b82eb6d32fbb7114
公視戲劇 ★,http://61.222.202.191/gt/gttv.php?id=14159&cid=14319

民视,http://seb.sason.top/ptv/ftv.php?id=ms#P2p://860969650:9906/44cf4d1e73cc4c34843382f2bf89d49f#rtmp://59.124.75.157/sat/tv051#http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8
民视第一台,http://seb.sason.top/ptv/ftv.php?id=dy
民视新闻台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/ftvnews.m3u8#P2p://860969650:9906/f2f4daa81a39490396bc2eea99fd9fd9
民视台湾台,http://seb.sason.top/ptv/ftv.php?id=tw#http://212.95.133.2/tv/js.php?id=31
民视综艺台,http://seb.sason.top/ptv/ftv.php?id=zy
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
民視旅游,http://seb.sason.top/ptv/ftv.php?id=ly

原住民频道,https://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8?cuac=guest&cref=https%3A%2F%2Fwww.ipcf.org.tw%2F#P2p://860969650:9906/aa08defb0c824c2286623855624a0e07

寰宇HD综合,p5p://45.92.126.18:19706/60434cfa0008763606d78025a8321e46.ts	
寰宇新闻,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/hyxw.m3u8#P2p://860969650:9906/7a095cbbff944242bd359bb0f32ac5f2#p5p://45.92.126.18:19706/60434bdc0009a41d06d32342bef082c3.ts
寰宇新聞台灣台,P2p://860969650:9906/b6a355771a7e4b469684732040c522f7#p5p://45.92.126.18:19706/60434c6b000d588a06d552cd4d7910ec.ts
寰宇财经,p5p://45.92.126.18:19706/60434e97000581d106ddccac446ea89d

中天综合台,P2p://860969650:9906/a23f89fde21341f3b172046c02ad688c#http://211.23.114.106:8526/http/60.251.39.91:8081/hls/67/809/ch25.m3u8
中天新聞 HD,http://seb.sason.top/sc/ztxw_fhd.m3u8#P2p://860969650:9906/f2b61bbfc05e47f8916dcd2513b3a0f5
中天娱乐台,P2p://860969650:9906/c23914b1e52c44a9b665e51f535d5b37#http://125.227.210.55:15796/VideoInput/play.ts
中天美食台,http://61.222.202.191/gt/gttv.php?id=14193&cid=14353
中天亚洲台,P2p://860969650:9906/1c191cbfb24547d7be6f91d352266efa

东森综合台,P2p://860969650:9906/8c962bcce29840f4a4f0109bfd7fe5c0
东森新闻台,http://seb.sason.top/sc/dsxw_fhd.m3u8#P2p://860969650:9906/d98879e5737d4c44b3dd85bc349775e0
东森财经新闻台,http://seb.sason.top/sc/dscjxw_fhd.m3u8#P2p://860969650:9906/e992de48ddda440ebc55984766d0ab8f#http://60.251.59.179:8517/xoxo.m3u8#rtmp://59.124.75.157/sat/tv571
东森超视,hP2p://860969650:9906/941259e9297d4a229c678f08b19f60f1#rtmp://59.124.75.157/sat/tv771#rtmp://59.124.75.157/sat/tv771#http://212.95.133.2/tv/js.php?id=43
东森电影台,P2p://860969650:9906/e40a4dbcfc66445a83f8c06d53ac3b53
东森洋片台,P2p://860969650:9906/ab1aa48cd1a34f488845642592c39418#http://125.227.210.37:18685/VideoInput/play.ts
东森戏剧台,P2p://860969650:9906/8ad6da5302064e3a8b67ccc9848614e5#http://125.227.210.55:17524/VideoInput/play.ts
东森幼幼台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/ebcyoyo.m3u8#P2p://860969650:9906/a5729018eb3d44c4b4033e72ea4af060

TVBS,P2p://860969650:9906/95ef54ef56944f0a947ea0e87f6f15bc#http://211.23.114.106:8545/http/116.50.42.19:8081/hls/64/806/ch15.m3u8
TVBS新闻台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/tvbsnews.m3u8#http://iptv.tvfix.org/hls/tvbsnews.m3u8#P2p://860969650:9906/4c700aa999594ea5893d7eab1519f187#http://125.227.210.55:16329/VideoInput/play.ts#rtmp://59.124.75.157:1935/sat/tv551
TVBS欢乐台,P2p://860969650:9906/b4b85eca20d7462fae595d8033c6a9ce#rtmp://59.124.75.157/sat/tv421
TVBS精采台,http://61.222.202.191/gt/gttv.php?id=15134&cid=15297
TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8

三立综合台,p5p://45.92.126.18:19706/60441aa3000729ad001af109e515adad.ts
三立新闻台,P2p://860969650:9906/3fc8adf766954da4bc9908ecb81184bc#http://211.23.114.106:8543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8#http://125.227.210.55:15589/VideoInput/play.ts
三立Live新聞,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/setlivenews.m3u8
三立财经新闻台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/setinews.m3u8#http://seb.sason.top/sc/slinews_fhd.m3u8#P2p://860969650:9906/49035f1ad8b84fa7822c0ff660d89f09
三立戏剧,P2p://860969650:9906/c5251859faa14a0b9ba00a3bbe4ec0fa
三立台湾台,P2p://860969650:9906/ba70eb94fd0e4b2aae6fb9ece2203391#http://125.227.210.55:15714/VideoInput/play.ts
三立都会台,P2p://860969650:9906/24f879b52a0d45d886005e8acdd9a8ab

壹電視綜合台,tvbus://3p3whpbQRZ9ATUezddN9tPF81BdQn5e4t8ebAFtvBQBXNfijAj
壹电视新闻台,http://stream.nexttv.com.tw/n001/hd/live.m3u8#,P2p://860969650:9906/c111818e11e8420aaad164543387473c
壹電視電影台,P2p://860969650:9906/4726fe8fb7e748659fac6cf64370a205

年代新闻台,P2p://860969650:9906/a412a974b1c24427ba506b9fcd95d77b#http://125.227.210.37:11055/VideoInput/play.ts
年代MUCH,p5p://45.92.126.18:19706/60449ce00006c4040217af361b6c5a1a.ts	

非凡新闻台,P2p://860969650:9906/3801d29839174353a940a8c0cfae6e47#http://125.227.210.37:15078/VideoInput/play.ts
非凡商业台,P2p://860969650:9906/ab4d36f3d889496a92747157c7e4c732#http://50.7.61.147:30080/Entry/ubnbus

爱尔达综合,p5p://45.92.126.18:19706/60689fa0000c9dae134f712965a8f823.ts
爱尔达体育1,P2p://860969650:9906/db6bd5a732984d83a8fdb9d0536886c8
爱尔达体育2,P2p://860969650:9906/bc49344900a546d39b5083025db6243f
爱尔达体育3,P2p://860969650:9906/4f3f4387a8174b8f8aaed89e2901442c
爱尔达影剧,P2p://860969650:9906/7964972106564c79bee0dbe6dde23c81

緯來戲劇台,P2p://860969650:9906/c4d3341645874d9fab6329a7f83f5121
緯來電影台,P2p://860969650:9906/67d49ff2fc594674a3969022f0c55ded
緯來育樂台,P2p://860969650:9906/ed2847f9731a48e19afc2ba479a73939
緯來體育台,P2p://860969650:9906/cd64bcebb70d4b489bf734c5b3369002
緯來日本,P2p://860969650:9906/f89c51e091594bb1bcce0ba7b3e17973





🇹🇼港台1019,#genre#
中天新聞台,http://free.fullspeed.tv/query?url=https://www.youtube.com/channel/UC5l1Yto5oOIgRXlI4p4VKbw/live
KPOP,http://free.fullspeed.tv/query?url=https://www.youtube.com/channel/UCoRXPcv8XK5fAplLbk9PTww/live
網路流行音樂電台,http://free.fullspeed.tv/query?url=https://www.youtube.com/watch?v=wrYF0HX7Kzc
民视,http://v3948069e.live.126.net/live/nteimwyu30134860/28.flv
民視台湾台,http://v3948069e.live.126.net/live/htdndniz25866884/30.flv
民視綜藝,http://v3948069e.live.126.net/live/lsvtdgwt69296670/31.flv
民視旅游,http://v3948069e.live.126.net/live/dyjmdzws81670834/32.flv
民视新闻台,http://v3948069e.live.126.net/live/cmcfizof46736198/36.flv
中视新闻台,http://v3948069e.live.126.net/live/dscspbkh98253248/37.flv
寰宇新闻,http://v3948069e.live.126.net/live/paevmpzc60020136/39.flv
中天新聞,http://v3948069e.live.126.net/live/myewtdtq55241913/40.flv
年代新闻,http://v3948069e.live.126.net/live/tdhzoveg27028949/41.flv
东森财经,http://v3948069e.live.126.net/live/xttzgmzd89254972/43.flv
TVBS,http://v3948069e.live.126.net/live/olqudmbl26461676/44.flv
华视新闻,http://v3948069e.live.126.net/live/faynljtw39421227/45.flv
TVBS新闻台,http://v3948069e.live.126.net/live/eyisbshx78425035/46.flv
三立iNEWS,http://v3948069e.live.126.net/live/syiygqgw23248264/47.flv
三立Live新闻,http://v3948069e.live.126.net/live/tizinjzv54935020/48.flv
非凡新闻,http://v3948069e.live.126.net/live/fvyokqzp68633443/49.flv
壹新闻,http://v3948069e.live.126.net/live/xtxndaws57833801/50.flv
BBCNews,http://v3948069e.live.126.net/live/cakbruve46655165/51.flv
ABCnews,http://v3948069e.live.126.net/live/wbrbruqn78846690/52.flv
CNN,http://v3948069e.live.126.net/live/vhyiolar25209544/54.flv
NHKWorld,http://v3948069e.live.126.net/live/uxoeaxnk44941053/55.flv
CNA,http://v3948069e.live.126.net/live/xyptvspr68769369/56.flv
JET综合,http://v3948069e.live.126.net/live/wakudnpz00430412/57.flv
Thrill,http://v3948069e.live.126.net/live/wkcsulor10807304/84.flv
东森幼幼,https://flv3948069e.live.126.net/live/sytv_af430bf86e846549a43dde18be773787.flv
东森综合,https://flv3948069e.live.126.net/live/sytv_0f630b5d9e846b6ce81ddedcfe773eb1.flv
东森戏剧,https://flv3948069e.live.126.net/live/sytv_ed630bae0e846d775dbdde1e9e773a71.flv
东森洋片,https://flv3948069e.live.126.net/live/sytv_02f30bf53e84628fcf0dde0bae773f6f.flv
东森电影,https://flv3948069e.live.126.net/live/sytv_e8830b768e8469f6755dde403e773504.flv
中天综合台,https://flv3948069e.live.126.net/live/sytv_acd30b276e846e42e1addec77e77314b.flv
中天娱乐台,https://flv3948069e.live.126.net/live/sytv_a2130beebe8469b84c6dde06fe773b34.flv
三立综合台,https://flv3948069e.live.126.net/live/sytv_68630ba2ae846bae3b0ddebcee773182.flv
三立台湾台,https://flv3948069e.live.126.net/live/sytv_e4030b695e8468e6698dde658e7737fe.flv
三立都会台,https://flv3948069e.live.126.net/live/sytv_df030be85e8465cba8bdde25ee7731f8.flv
三立戏剧台,https://flv3948069e.live.126.net/live/sytv_12d30b786e84667f624dde7bae773b99.flv
三立新闻台,https://flv3948069e.live.126.net/live/sytv_6aa30b0cbe8460a218addee46e773f2e.flv
三立财经新闻台,https://flv3948069e.live.126.net/live/sytv_aa430bd4ce8464e8df8dde26ce77300e.flv
年代新闻,https://flv3948069e.live.126.net/live/sytv_42130b58fe846ad0680ddefd6e773390.flv
JET综合,https://flv3948069e.live.126.net/live/sytv_95630b467e8461e8adedde4f4e7739ef.flv
东风卫视,https://flv3948069e.live.126.net/live/sytv_f1130b7efe8468c2a48dde3d0e773b13.flv
壹新闻,https://flv3948069e.live.126.net/live/sytv_dbc30bc81e846ceeb07dde0d7e773580.flv
壹电影,https://flv3948069e.live.126.net/live/sytv_4e030b54de8467636b7dde257e7736cc.flv
高点综合,https://flv3948069e.live.126.net/live/sytv_32630b02ce8468a2f27ddef1ae773d18.flv
高点育乐,https://flv3948069e.live.126.net/live/sytv_2ec30b8dfe846e1ce5dddee84e7730f6.flv
霹雳台湾台,https://flv3948069e.live.126.net/live/sytv_e3d30bd35e84661fc99dde3c7e773f89.flv
民視台灣台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv001
民視,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv002
民視第一台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv003
民視綜藝,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv004
豬哥亮歌廳秀,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv006
中天新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv009
非凡新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv010
影迷數位電影,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv011
Cnex,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv013
時尚運動,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv014
韓國娛樂,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv016
達文西,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv018
八大精彩,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv034
八大綜合台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv039
中視,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv040
華視,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv041
公視戲劇,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv042
客家電視,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv043
靖天卡通台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv044
靖洋戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv045
靖天綜合台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv046
靖天日本台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv047
非凡商業,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv048
採昌,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv049
台視新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv051
華視新聞資訊,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv052
GinxEsports,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv053
靖天歡樂台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv054
靖天映畫台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv055
台視財經,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv056
靖洋卡通,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv057
靖天戲劇,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv058
CLASSICA古典樂,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv059
靖天電影台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv061
靖天育樂台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv062
靖天國際台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv063
中視精彩,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv064
靖天資訊台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv065
台視,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv066
TVBS精彩,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv067
TVBS歡樂,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv068
愛爾達娛樂,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv070
TVBS新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv072
TVBS直播,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv073
中視新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv074
CatchPlay,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv076
TraceSports,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv077
Arirang,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv079
中視經典,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv080
TraceUrban,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv082
MezzoLiveHD,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv083
國會頻道1,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv084
國會頻道2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv085
智林體育,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv101
東森購物1,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv102
東森購物2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv103
財經頻道,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv104
中天亞洲,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv109
V0A美國之音,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv03
民視旅遊,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv07
民視影劇,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv09
半島國際新聞,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv10
民視新聞台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv13
愛放i-Fun動漫台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv15
好消息,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv16
好消息2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-ftv17
龍華卡通,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn01
BabyFirst,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn02
龍華電影,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn03
博斯魅力,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn04
博斯高球1,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn05
博斯高球2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn06
博斯運動1,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn07
博斯運動2,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn08
博斯網球,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn09
博斯無限,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn10
龍華日韓,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn11
龍華偶像,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn12
博斯電玩,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn13
寰宇新闻台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn14
寰宇新聞台湾台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15
梅蒂斯藝術,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn16
亞洲旅遊,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn17
龍華戲劇,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn18
FashionOne,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn19
ELTV英語,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn20
龍華經典,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn21


🆕新聞頻道,#genre#
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctvxw/1300000/mnf.m3u8
民視新聞台,http://43.128.9.168/jjtv.php?id=32
台視新聞,http://43.128.9.168/jjtv.php?id=34
中視新聞,http://43.128.9.168/jjtv.php?id=33
華視新聞資訊,http://43.128.9.168/jjtv.php?id=41
三立LIVE新聞,http://43.128.9.168/jjtv.php?id=44
三立inews新聞,http://43.128.9.168/jjtv.php?id=43
寰宇新聞全球台,http://43.128.9.168/jjtv.php?id=35
寰宇新聞全球台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn14
寰宇新聞全球台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn14
寰宇新聞台灣台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15
寰宇新聞台灣台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15
東森新聞,http://43.128.9.168/jjtv.php?id=38
東森新聞,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twdsxw
東森財經,http://43.128.9.168/jjtv.php?id=39
TVBS新聞台,http://43.128.9.168/jjtv.php?id=42
中天新聞,http://43.128.9.168/jjtv.php?id=36
壹電視新聞台,http://43.128.9.168/jjtv.php?id=46
壹電視新聞台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twyxw
北京新聞,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?
北京新聞,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?time=
鳳凰資訊10M1080,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
無線新聞,http://cdn.hkdtmb.com/hls/83/index.m3u8
無線新聞,http://www.chahaoquan.com/wz/epg/tvb.php?id=1


 📺全球P5P,#genre#
鳳凰資訊台,p5p://fccs.123178.top:9906/604354a700001c2706f579cae17a48f1.ts
